RID,Reaction Link,Records,Reactants,Products,Reactants_List,Products_List,Reactants_SIDs_List,Products_SIDs_List,Products_Available,Status_50,Status_75,Status_100,ReactionOrder,ActivationEnergy,ReactantCID,ProductCID,FeatureVector
23591,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=10024972&r2=0&r3=0&r4=0&p0=7727379&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,13,O(1D) + N2O,N2 + O2,"['O(1D)', 'N2O']","['N2', 'O2']","[8919, 8702]","[8692, 8924]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 948]","[947, 977]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23593,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=10024972&r2=0&r3=0&r4=0&p0=-1001&p1=7727379&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + N2O,O2(1DELTA) + N2,"['O(1D)', 'N2O']","['O2(1DELTA)', 'N2']","[8919, 8702]","[8925, 8692]",TRUE,TRUE,TRUE,TRUE,2,9645,"[159832, 948]","[977, 947]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23598,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7782505&r2=0&r3=0&r4=0&p0=14989301&p1=22537151&p2=0&p3=0&p4=0&expandResults=true&,4,O(1D) + Cl2,ClO + Â·Cl,"['O(1D)', 'Cl2']","['ClO', '·Cl']","[8919, 6906]","[7007, 11174]",TRUE,TRUE,TRUE,TRUE,2,374,"[159832, 24526]","[166686, 5360523]","[ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.]"
23599,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7782505&r2=0&r3=0&r4=0&p0=7782505&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,3,O(1D) + Cl2,Cl2 + OÂ·,"['O(1D)', 'Cl2']","['Cl2', 'O·']","[8919, 6906]","[6906, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 24526]","[24526, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23601,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7782447&r2=0&r3=0&r4=0&p0=10028156&p1=0&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + O2,O3,"['O(1D)', 'O2']",['O3'],"[8919, 8924]",[8934],TRUE,TRUE,TRUE,TRUE,2,-4232,"[159832, 977]",[24823],"[ 0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23602,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7782447&r2=0&r3=0&r4=0&p0=7782447&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,15,O(1D) + O2,O2 + OÂ·,"['O(1D)', 'O2']","['O2', 'O·']","[8919, 8924]","[8924, 9109]",TRUE,TRUE,TRUE,TRUE,2,-2401.2,"[159832, 977]","[977, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23604,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7782447&r2=0&r3=0&r4=0&p0=-21030&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,4,O(1D) + O2,O(3P) + O2,"['O(1D)', 'O2']","['O(3P)', 'O2']","[8919, 8924]","[8921, 8924]",TRUE,TRUE,TRUE,TRUE,2,147,"[159832, 977]","[159832, 977]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23606,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7782390&r2=0&r3=0&r4=0&p0=13587547&p1=16873179&p2=0&p3=0&p4=0&expandResults=true&,6,O(1D) + D2,OD + D,"['O(1D)', 'D2']","['OD', 'D']","[8919, 7511]","[9003, 7510]",TRUE,TRUE,TRUE,FALSE,2,,"[159832, 783]","[6914119, 5460635]","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
23607,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7732185&r2=0&r3=0&r4=0&p0=7732185&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + H2O,H2O + OÂ·,"['O(1D)', 'H2O']","['H2O', 'O·']","[8919, 7986]","[7986, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 962]","[962, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23608,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7732185&r2=0&r3=0&r4=0&p0=3352576&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,27,O(1D) + H2O,Â·OH + Â·OH,"['O(1D)', 'H2O']","['·OH', '·OH']","[8919, 7986]","[11206, 11206]",TRUE,TRUE,TRUE,TRUE,2,-2098,"[159832, 962]","[157350, 157350]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  0.]"
23609,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7732185&r2=0&r3=0&r4=0&p0=1333740&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + H2O,H2 + O2,"['O(1D)', 'H2O']","['H2', 'O2']","[8919, 7986]","[7937, 8924]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 962]","[783, 977]","[-1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  2.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23611,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7727379&r2=0&r3=0&r4=0&p0=10024972&p1=0&p2=0&p3=0&p4=0&expandResults=true&,7,O(1D) + N2,N2O,"['O(1D)', 'N2']",['N2O'],"[8919, 8692]",[8702],TRUE,TRUE,TRUE,TRUE,3,,"[159832, 947]",[948],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23612,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7727379&r2=0&r3=0&r4=0&p0=7727379&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,27,O(1D) + N2,N2 + OÂ·,"['O(1D)', 'N2']","['N2', 'O·']","[8919, 8692]","[8692, 9109]",TRUE,TRUE,TRUE,TRUE,2,-902.5,"[159832, 947]","[947, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23614,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7727379&r2=0&r3=0&r4=0&p0=-1003&p1=7727379&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + N2,O(3P) + N2,"['O(1D)', 'N2']","['O(3P)', 'N2']","[8919, 8692]","[8921, 8692]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 947]","[159832, 947]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23615,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7727379&r2=0&r3=0&r4=0&p0=-21030&p1=7727379&p2=0&p3=0&p4=0&expandResults=true&,4,O(1D) + N2,O(3P) + N2,"['O(1D)', 'N2']","['O(3P)', 'N2']","[8919, 8692]","[8921, 8692]",TRUE,TRUE,TRUE,TRUE,2,-490.3333333,"[159832, 947]","[159832, 947]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23619,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7664417&r2=0&r3=0&r4=0&p0=7732185&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + NH3,H2O + NH,"['O(1D)', 'NH3']","['H2O', 'NH']","[8919, 8803]","[7986, 8767]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 222]","[962, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  2. -2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.]"
23620,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7664417&r2=0&r3=0&r4=0&p0=3352576&p1=13770406&p2=0&p3=0&p4=0&expandResults=true&,7,O(1D) + NH3,Â·OH + NH2,"['O(1D)', 'NH3']","['·OH', 'NH2']","[8919, 8803]","[11206, 8771]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 222]","[157350, 123329]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  0.  0.]"
23623,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7664393&r2=0&r3=0&r4=0&p0=7664393&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,2,O(1D) + HF,HF + OÂ·,"['O(1D)', 'HF']","['HF', 'O·']","[8919, 8180]","[8180, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 14917]","[14917, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23624,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7664393&r2=0&r3=0&r4=0&p0=3352576&p1=14762948&p2=0&p3=0&p4=0&expandResults=true&,5,O(1D) + HF,Â·OH + Â·F,"['O(1D)', 'HF']","['·OH', '·F']","[8919, 8180]","[11206, 11175]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 14917]","[157350, 5360525]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  0.]"
23626,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7647010&r2=0&r3=0&r4=0&p0=12385136&p1=14989301&p2=0&p3=0&p4=0&expandResults=true&,2,O(1D) + HCl,HÂ· + ClO,"['O(1D)', 'HCl']","['H·', 'ClO']","[8919, 8171]","[8457, 7007]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 313]","[5362549, 166686]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
23627,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7647010&r2=0&r3=0&r4=0&p0=7647010&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + HCl,HCl + OÂ·,"['O(1D)', 'HCl']","['HCl', 'O·']","[8919, 8171]","[8171, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 313]","[313, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23628,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=7647010&r2=0&r3=0&r4=0&p0=3352576&p1=22537151&p2=0&p3=0&p4=0&expandResults=true&,2,O(1D) + HCl,Â·OH + Â·Cl,"['O(1D)', 'HCl']","['·OH', '·Cl']","[8919, 8171]","[11206, 11174]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 313]","[157350, 5360523]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.]"
23651,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=1333740&r2=0&r3=0&r4=0&p0=3352576&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,26,O(1D) + H2,Â·OH + HÂ·,"['O(1D)', 'H2']","['·OH', 'H·']","[8919, 7937]","[11206, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 783]","[157350, 5362549]","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
23652,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=1333740&r2=0&r3=0&r4=0&p0=1333740&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + H2,H2 + OÂ·,"['O(1D)', 'H2']","['H2', 'O·']","[8919, 7937]","[7937, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 783]","[783, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23659,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=630080&r2=0&r3=0&r4=0&p0=630080&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,6,O(1D) + CO,CO + OÂ·,"['O(1D)', 'CO']","['CO', 'O·']","[8919, 6775]","[6775, 9109]",TRUE,TRUE,TRUE,TRUE,2,-524,"[159832, 281]","[281, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23660,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=630080&r2=0&r3=0&r4=0&p0=124389&p1=0&p2=0&p3=0&p4=0&expandResults=true&,5,O(1D) + CO,CO2,"['O(1D)', 'CO']",['CO2'],"[8919, 6775]",[6782],TRUE,TRUE,TRUE,TRUE,2,,"[159832, 281]",[280],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23711,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=124389&r2=0&r3=0&r4=0&p0=630080&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,5,O(1D) + CO2,CO + O2,"['O(1D)', 'CO2']","['CO', 'O2']","[8919, 6782]","[6775, 8924]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 280]","[281, 977]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  2.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23712,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=124389&r2=0&r3=0&r4=0&p0=124389&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,11,O(1D) + CO2,CO2 + OÂ·,"['O(1D)', 'CO2']","['CO2', 'O·']","[8919, 6782]","[6782, 9109]",TRUE,TRUE,TRUE,TRUE,2,-998,"[159832, 280]","[280, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23714,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=124389&r2=0&r3=0&r4=0&p0=-21030&p1=124389&p2=0&p3=0&p4=0&expandResults=true&,2,O(1D) + CO2,O(3P) + CO2,"['O(1D)', 'CO2']","['O(3P)', 'CO2']","[8919, 6782]","[8921, 6782]",TRUE,TRUE,TRUE,TRUE,2,-1010.5,"[159832, 280]","[159832, 280]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23755,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=75467&r2=0&r3=0&r4=0&p0=75467&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,4,O(1D) + CHF3,CHF3 + OÂ·,"['O(1D)', 'CHF3']","['CHF3', 'O·']","[8919, 6736]","[6736, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 6373]","[6373, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23784,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74986&r2=0&r3=0&r4=0&p0=74986&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,4,O(1D) + C3H8,C3H8 + OÂ·,"['O(1D)', 'C3H8']","['C3H8', 'O·']","[8919, 3735]","[3735, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 6334]","[6334, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23789,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74873&r2=0&r3=0&r4=0&p0=3352576&p1=6806866&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + CH3Cl,Â·OH + Â·CH2Cl,"['O(1D)', 'CH3Cl']","['·OH', '·CH2Cl']","[8919, 6296]","[11206, 11110]",TRUE,TRUE,TRUE,FALSE,2,,"[159832, 6327]","[157350, 5378701]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  0.  0.]"
23790,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74873&r2=0&r3=0&r4=0&p0=2229074&p1=14989301&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + CH3Cl,Â·CH3 + ClO,"['O(1D)', 'CH3Cl']","['·CH3', 'ClO']","[8919, 6296]","[11147, 7007]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 6327]","[3034819, 166686]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  0.  0.]"
23791,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74851&r2=0&r3=0&r4=0&p0=2229074&p1=2597446&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + C2H4,Â·CH3 + HCO,"['O(1D)', 'C2H4']","['·CH3', 'HCO']","[8919, 3548]","[11147, 8152]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 6325]","[3034819, 123370]","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -2.  0.  1.  0.  0.]"
23793,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74840&r2=0&r3=0&r4=0&p0=2025561&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,2,O(1D) + C2H6,Â·C2H5 + Â·OH,"['O(1D)', 'C2H6']","['·C2H5', '·OH']","[8919, 3689]","[10935, 11206]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 6324]","[123138, 157350]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  0.  0.]"
23795,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74840&r2=0&r3=0&r4=0&p0=74840&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + C2H6,C2H6 + OÂ·,"['O(1D)', 'C2H6']","['C2H6', 'O·']","[8919, 3689]","[3689, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 6324]","[6324, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23796,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74840&r2=0&r3=0&r4=0&p0=64175&p1=0&p2=0&p3=0&p4=0&expandResults=true&,2,O(1D) + C2H6,C2H5OH,"['O(1D)', 'C2H6']",['C2H5OH'],"[8919, 3689]",[3669],TRUE,TRUE,TRUE,TRUE,2,,"[159832, 6324]",[702],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23801,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74828&r2=0&r3=0&r4=0&p0=2229074&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,9,O(1D) + CH4,Â·CH3 + Â·OH,"['O(1D)', 'CH4']","['·CH3', '·OH']","[8919, 6597]","[11147, 11206]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 297]","[3034819, 157350]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  0.  0.]"
23802,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74828&r2=0&r3=0&r4=0&p0=74828&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,2,O(1D) + CH4,CH4 + OÂ·,"['O(1D)', 'CH4']","['CH4', 'O·']","[8919, 6597]","[6597, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 297]","[297, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
23803,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74828&r2=0&r3=0&r4=0&p0=67561&p1=0&p2=0&p3=0&p4=0&expandResults=true&,1,O(1D) + CH4,CH3OH,"['O(1D)', 'CH4']",['CH3OH'],"[8919, 6597]",[6488],TRUE,TRUE,TRUE,TRUE,2,,"[159832, 297]",[887],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
23804,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=-1000&r1=74828&r2=0&r3=0&r4=0&p0=50000&p1=1333740&p2=0&p3=0&p4=0&expandResults=true&,3,O(1D) + CH4,CH2O + H2,"['O(1D)', 'CH4']","['CH2O', 'H2']","[8919, 6597]","[5375, 7937]",TRUE,TRUE,TRUE,TRUE,2,,"[159832, 297]","[712, 783]","[-1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
